article_number,year,month,EPU,label,unique_id_current,vintage
783,2008,5,1.0,1.0,MIHB_5_2008_15,Current
784,1994,4,1.0,1.0,LA_4_1994_6,Current
784,2005,5,1.0,1.0,DMNB_5_2005_10,Current
785,1999,9,1.0,1.0,DMNB_9_1999_2,Current
785,2007,6,0.0,0.0,SF_6_2007_3,Current
786,1999,5,0.0,0.0,MIHB_5_1999_3,Current
787,2008,10,0.0,0.0,DMNB_10_2008_13,Current
788,2003,11,0.0,0.0,SF_11_2003_10,Current
788,2004,8,0.0,0.0,DMNB_8_2004_4,Current
789,1986,5,0.0,0.0,MIHB_5_1986_3,Current
789,1990,8,1.0,1.0,LA_8_1990_45,Current
790,1991,6,0.0,0.0,MIHB_6_1991_7,Current
790,1992,7,0.0,0.0,DMNB_7_1992_22,Current
791,2007,5,0.0,0.0,DMNB_5_2007_4,Current
791,2011,1,0.0,0.0,SF_1_2011_3,Current
792,2006,9,1.0,1.0,DMNB_9_2006_5,Current
792,2010,12,1.0,1.0,DMNB_12_2010_7,Current
793,1999,10,1.0,1.0,DMNB_10_1999_20,Current
793,2008,8,1.0,1.0,MIHB_8_2008_10,Current
794,1990,6,1.0,1.0,NYT_6_1990_27,Current
794,2003,8,0.0,0.0,DMNB_8_2003_15,Current
795,1995,3,0.0,0.0,SF_3_1995_6,Current
796,2003,1,0.0,0.0,DMNB_1_2003_20,Current
797,1997,7,1.0,1.0,LA_7_1997_2,Current
797,2004,10,0.0,0.0,DMNB_10_2004_5,Current
798,1990,3,0.0,0.0,NYT_3_1990_30,Current
798,1994,4,1.0,1.0,DMNB_4_1994_14,Current
799,2001,7,0.0,0.0,SF_7_2001_10,Current
799,2009,11,0.0,0.0,DMNB_11_2009_7,Current
800,2001,11,1.0,1.0,MIHB_11_2001_17,Current
800,2002,10,1.0,1.0,SF_10_2002_13,Current
801,1988,3,1.0,1.0,MIHB_3_1988_3,Current
801,1998,1,1.0,1.0,LA_1_1998_14,Current
802,1997,5,1.0,1.0,DMNB_5_1997_4,Current
803,2000,12,1.0,1.0,DMNB_12_2000_31,Current
803,2008,3,0.0,0.0,DMNB_3_2008_2,Current
804,1996,1,1.0,1.0,NYT_1_1996_20,Current
804,2009,3,1.0,1.0,MIHB_3_2009_31,Current
805,1996,12,0.0,0.0,SF_12_1996_4,Current
805,2001,6,0.0,0.0,DMNB_6_2001_5,Current
806,2009,11,0.0,0.0,MIHB_11_2009_7,Current
807,1992,11,0.0,0.0,DMNB_11_1992_35,Current
807,2011,5,1.0,1.0,MIHB_5_2011_5,Current
808,1996,8,0.0,0.0,MIHB_8_1996_15,Current
808,2007,7,0.0,0.0,DMNB_7_2007_4,Current
809,1994,12,1.0,1.0,DMNB_12_1994_14,Current
809,2001,2,0.0,0.0,DMNB_2_2001_5,Current
810,1985,9,1.0,1.0,MIHB_9_1985_5,Current
810,1991,5,0.0,0.0,MIHB_5_1991_3,Current
811,1988,8,0.0,0.0,MIHB_8_1988_6,Current
812,1986,11,1.0,1.0,MIHB_11_1986_5,Current
812,1987,8,0.0,0.0,MIHB_8_1987_3,Current
813,2000,7,1.0,1.0,DMNB_7_2000_13,Current
813,2004,4,0.0,0.0,LA_4_2004_4,Current
814,2006,1,0.0,0.0,LA_1_2006_18,Current
814,2006,7,1.0,1.0,MIHB_7_2006_9,Current
815,2000,12,0.0,0.0,DMNB_12_2000_6,Current
815,2005,11,0.0,0.0,MIHB_11_2005_2,Current
816,2005,2,0.0,0.0,LA_2_2005_5,Current
816,2005,5,1.0,1.0,MIHB_5_2005_13,Current
817,1987,11,0.0,0.0,MIHB_11_1987_15,Current
817,2001,8,0.0,0.0,MIHB_8_2001_8,Current
818,1997,11,0.0,0.0,MIHB_11_1997_5,Current
818,2011,9,1.0,1.0,DMNB_9_2011_8,Current
819,1987,9,1.0,1.0,LA_9_1987_2,Current
819,2008,4,0.0,0.0,DMNB_4_2008_5,Current
820,1987,2,0.0,0.0,NYT_2_1987_8,Current
821,1997,12,0.0,0.0,DMNB_12_1997_5,Current
821,2007,3,0.0,0.0,NYT_3_2007_9,Current
822,1988,9,1.0,1.0,MIHB_9_1988_7,Current
822,2004,12,0.0,0.0,SF_12_2004_2,Current
823,1995,6,1.0,1.0,NYT_6_1995_5,Current
823,2006,11,0.0,0.0,MIHB_11_2006_2,Current
824,1993,4,1.0,1.0,MIHB_4_1993_6,Current
824,1993,8,1.0,1.0,LA_8_1993_47,Current
825,1999,11,0.0,0.0,DMNB_11_1999_2,Current
825,2007,5,0.0,0.0,MIHB_5_2007_12,Current
826,1994,9,1.0,1.0,LA_9_1994_31,Current
826,2000,10,0.0,0.0,MIHB_10_2000_4,Current
827,2002,4,1.0,1.0,SF_4_2002_10,Current
827,2004,11,0.0,0.0,MIHB_11_2004_2,Current
828,1990,3,1.0,1.0,MIHB_3_1990_21,Current
828,2010,6,0.0,0.0,DMNB_6_2010_7,Current
829,2005,1,1.0,1.0,DMNB_1_2005_3,Current
829,2006,2,0.0,0.0,NYT_2_2006_13,Current
830,1988,12,1.0,1.0,NYT_12_1988_11,Current
830,1992,9,1.0,1.0,DMNB_9_1992_7,Current
831,1988,1,1.0,1.0,MIHB_1_1988_13,Current
831,1999,8,0.0,0.0,SF_8_1999_4,Current
832,1993,3,0.0,0.0,DMNB_3_1993_15,Current
832,2007,12,0.0,0.0,DMNB_12_2007_5,Current
833,2000,11,1.0,1.0,DMNB_11_2000_24,Current
834,1997,11,0.0,0.0,MIHB_11_1997_6,Current
835,1991,8,1.0,1.0,MIHB_8_1991_15,Current
836,2003,5,0.0,0.0,MIHB_5_2003_11,Current
836,2004,8,0.0,0.0,MIHB_8_2004_4,Current
837,1991,11,0.0,0.0,MIHB_11_1991_13,Current
839,1991,2,0.0,0.0,NYT_2_1991_37,Current
839,2010,2,0.0,0.0,MIHB_2_2010_7,Current
840,1995,12,1.0,1.0,DMNB_12_1995_8,Current
840,1998,4,0.0,0.0,DMNB_4_1998_4,Current
841,2001,3,0.0,0.0,LA_3_2001_55,Current
841,2011,1,1.0,1.0,DMNB_1_2011_5,Current
842,1999,1,0.0,0.0,LA_1_1999_51,Current
842,2002,5,0.0,0.0,DMNB_5_2002_4,Current
843,1997,6,0.0,0.0,DMNB_6_1997_10,Current
843,2000,11,1.0,1.0,MIHB_11_2000_5,Current
844,1999,10,1.0,1.0,MIHB_10_1999_3,Current
844,2000,11,0.0,0.0,DMNB_11_2000_30,Current
845,1985,5,0.0,0.0,MIHB_5_1985_5,Current
845,2007,6,0.0,0.0,NYT_6_2007_12,Current
846,1993,1,0.0,0.0,DMNB_1_1993_12,Current
846,1996,1,1.0,1.0,DMNB_1_1996_28,Current
847,1995,10,1.0,1.0,NYT_10_1995_24,Current
847,1996,12,0.0,0.0,MIHB_12_1996_4,Current
848,1987,1,1.0,1.0,MIHB_1_1987_7,Current
848,2002,7,0.0,0.0,DMNB_7_2002_4,Current
849,1993,10,1.0,1.0,DMNB_10_1993_15,Current
849,2008,9,1.0,1.0,DMNB_9_2008_24,Current
850,1996,4,0.0,0.0,DMNB_4_1996_18,Current
850,2001,2,0.0,0.0,NYT_2_2001_10,Current
851,1999,10,0.0,0.0,SF_10_1999_3,Current
852,2000,4,0.0,0.0,MIHB_4_2000_4,Current
852,2005,4,0.0,0.0,DMNB_4_2005_10,Current
853,2010,1,0.0,0.0,SF_1_2010_5,Current
853,2011,10,0.0,0.0,MIHB_10_2011_4,Current
854,1989,2,1.0,1.0,MIHB_2_1989_4,Current
854,1994,3,0.0,0.0,MIHB_3_1994_2,Current
855,1994,8,0.0,0.0,NYT_8_1994_36,Current
856,1987,10,1.0,1.0,MIHB_10_1987_12,Current
856,1997,12,0.0,0.0,SF_12_1997_6,Current
857,1985,10,1.0,1.0,LA_10_1985_12,Current
857,2005,3,1.0,1.0,DMNB_3_2005_3,Current
858,2008,10,0.0,0.0,NYT_10_2008_3,Current
858,2011,9,0.0,0.0,MIHB_9_2011_13,Current
859,1988,2,1.0,1.0,LA_2_1988_14,Current
859,2009,4,0.0,0.0,DMNB_4_2009_16,Current
860,2000,4,0.0,0.0,LA_4_2000_21,Current
861,2003,6,1.0,1.0,SF_6_2003_12,Current
861,2012,1,1.0,1.0,MIHB_1_2012_8,Current
862,1994,1,0.0,0.0,MIHB_1_1994_2,Current
862,2009,3,0.0,0.0,LA_3_2009_18,Current
863,1991,10,0.0,0.0,LA_10_1991_47,Current
863,2011,2,0.0,0.0,DMNB_2_2011_7,Current
864,2001,4,1.0,1.0,DMNB_4_2001_26,Current
864,2009,9,0.0,0.0,MIHB_9_2009_3,Current
865,2002,5,1.0,1.0,DMNB_5_2002_15,Current
866,1987,3,1.0,1.0,MIHB_3_1987_3,Current
866,1988,8,1.0,1.0,MIHB_8_1988_14,Current
867,1994,4,0.0,0.0,NYT_4_1994_1,Current
867,1995,8,1.0,1.0,DMNB_8_1995_8,Current
868,1996,11,0.0,0.0,LA_11_1996_13,Current
868,2011,4,0.0,0.0,DMNB_4_2011_7,Current
869,2009,1,0.0,0.0,MIHB_1_2009_9,Current
870,1996,12,0.0,0.0,DMNB_12_1996_8,Current
870,2004,2,1.0,1.0,NYT_2_2004_12,Current
871,2000,9,0.0,0.0,DMNB_9_2000_5,Current
871,2008,11,0.0,0.0,LA_11_2008_11,Current
872,1987,5,0.0,0.0,MIHB_5_1987_6,Current
872,2008,5,0.0,0.0,SF_5_2008_10,Current
873,1992,6,0.0,0.0,MIHB_6_1992_17,Current
873,2010,7,1.0,1.0,LA_7_2010_14,Current
874,2000,10,1.0,1.0,LA_10_2000_27,Current
874,2001,12,0.0,0.0,MIHB_12_2001_11,Current
875,1993,5,0.0,0.0,MIHB_5_1993_10,Current
876,1992,3,1.0,1.0,DMNB_3_1992_13,Current
876,2002,4,0.0,0.0,SF_4_2002_14,Current
877,2004,1,0.0,0.0,NYT_1_2004_10,Current
877,2009,9,1.0,1.0,MIHB_9_2009_4,Current
878,1989,11,1.0,1.0,NYT_11_1989_13,Current
878,2006,8,0.0,0.0,MIHB_8_2006_7,Current
879,1992,2,1.0,1.0,MIHB_2_1992_9,Current
879,2012,2,1.0,1.0,MIHB_2_2012_2,Current
880,1990,6,0.0,0.0,MIHB_6_1990_11,Current
880,2002,3,1.0,1.0,LA_3_2002_10,Current
882,2004,1,1.0,1.0,DMNB_1_2004_12,Current
882,2008,12,0.0,0.0,MIHB_12_2008_28,Current
883,1995,5,1.0,1.0,MIHB_5_1995_4,Current
883,2002,3,0.0,0.0,DMNB_3_2002_5,Current
884,1988,12,1.0,1.0,NYT_12_1988_29,Current
884,2006,9,0.0,0.0,MIHB_9_2006_3,Current
885,2006,1,0.0,0.0,MIHB_1_2006_9,Current
886,1990,3,1.0,1.0,MIHB_3_1990_2,Current
887,1991,3,0.0,0.0,MIHB_3_1991_14,Current
887,1992,8,0.0,0.0,DMNB_8_1992_18,Current
888,1992,2,1.0,1.0,NYT_2_1992_34,Current
888,2002,12,0.0,0.0,MIHB_12_2002_18,Current
889,1993,1,1.0,1.0,MIHB_1_1993_12,Current
889,1998,4,0.0,0.0,MIHB_4_1998_5,Current
890,1993,4,0.0,0.0,DMNB_4_1993_4,Current
890,2009,2,1.0,1.0,DMNB_2_2009_15,Current
891,2004,3,0.0,0.0,MIHB_3_2004_11,Current
891,2004,8,0.0,0.0,LA_8_2004_26,Current
892,2002,2,1.0,1.0,LA_2_2002_16,Current
892,2002,6,1.0,1.0,DMNB_6_2002_13,Current
893,2000,9,0.0,0.0,DMNB_9_2000_8,Current
893,2012,2,0.0,0.0,DMNB_2_2012_5,Current
894,1991,2,1.0,1.0,LA_2_1991_24,Current
894,1994,1,0.0,0.0,DMNB_1_1994_17,Current
895,1993,8,0.0,0.0,DMNB_8_1993_15,Current
895,2010,9,1.0,1.0,NYT_9_2010_51,Current
896,1986,11,0.0,0.0,MIHB_11_1986_6,Current
896,1995,7,0.0,0.0,SF_7_1995_5,Current
897,1988,7,1.0,1.0,LA_7_1988_16,Current
897,2005,8,0.0,0.0,DMNB_8_2005_3,Current
898,2002,9,0.0,0.0,SF_9_2002_3,Current
898,2004,3,0.0,0.0,DMNB_3_2004_15,Current
899,1986,11,1.0,1.0,MIHB_11_1986_7,Current
900,2002,1,0.0,0.0,MIHB_1_2002_21,Current
900,2005,7,1.0,1.0,DMNB_7_2005_2,Current
901,1998,7,0.0,0.0,NYT_7_1998_10,Current
901,2004,7,0.0,0.0,DMNB_7_2004_17,Current
902,2000,8,0.0,0.0,SF_8_2000_3,Current
902,2010,5,1.0,1.0,DMNB_5_2010_11,Current
903,1995,2,0.0,0.0,MIHB_2_1995_5,Current
903,1997,2,0.0,0.0,SF_2_1997_1,Current
904,2005,2,0.0,0.0,DMNB_2_2005_4,Current
904,2006,11,1.0,1.0,NYT_11_2006_6,Current
905,2002,6,0.0,0.0,MIHB_6_2002_4,Current
905,2004,11,0.0,0.0,LA_11_2004_21,Current
906,1998,12,0.0,0.0,DMNB_12_1998_11,Current
907,1988,1,0.0,0.0,LA_1_1988_31,Current
907,1998,9,1.0,1.0,DMNB_9_1998_39,Current
908,2004,5,0.0,0.0,DMNB_5_2004_9,Current
908,2011,6,1.0,1.0,MIHB_6_2011_7,Current
909,2007,8,0.0,0.0,DMNB_8_2007_4,Current
909,2010,11,0.0,0.0,DMNB_11_2010_9,Current
910,1998,4,0.0,0.0,SF_4_1998_4,Current
911,1985,2,0.0,0.0,MIHB_2_1985_3,Current
911,1998,3,1.0,1.0,LA_3_1998_5,Current
912,2000,1,0.0,0.0,DMNB_1_2000_8,Current
912,2010,2,0.0,0.0,LA_2_2010_1,Current
913,2010,3,0.0,0.0,LA_3_2010_9,Current
914,2004,7,1.0,1.0,MIHB_7_2004_4,Current
914,2008,12,0.0,0.0,SF_12_2008_28,Current
915,1993,2,0.0,0.0,DMNB_2_1993_14,Current
916,2000,8,1.0,1.0,MIHB_8_2000_2,Current
916,2004,12,0.0,0.0,NYT_12_2004_8,Current
917,1999,1,0.0,0.0,SF_1_1999_5,Current
918,2002,9,0.0,0.0,NYT_9_2002_15,Current
918,2003,5,0.0,0.0,DMNB_5_2003_10,Current
919,2003,3,1.0,1.0,DMNB_3_2003_12,Current
919,2004,7,1.0,1.0,MIHB_7_2004_3,Current
920,2006,10,1.0,1.0,MIHB_10_2006_10,Current
920,2009,10,1.0,1.0,MIHB_10_2009_19,Current
921,1990,9,1.0,1.0,LA_9_1990_67,Current
921,1997,6,0.0,0.0,MIHB_6_1997_2,Current
922,1999,9,0.0,0.0,MIHB_9_1999_2,Current
922,2007,7,1.0,1.0,MIHB_7_2007_5,Current
923,2000,10,1.0,1.0,DMNB_10_2000_6,Current
923,2001,1,1.0,1.0,DMNB_1_2001_22,Current
924,1992,2,1.0,1.0,DMNB_2_1992_40,Current
924,2002,10,1.0,1.0,DMNB_10_2002_17,Current
925,1986,6,0.0,0.0,MIHB_6_1986_2,Current
925,1999,2,0.0,0.0,DMNB_2_1999_14,Current
926,2003,10,0.0,0.0,NYT_10_2003_9,Current
926,2010,6,0.0,0.0,MIHB_6_2010_16,Current
927,1988,4,0.0,0.0,MIHB_4_1988_4,Current
927,1996,9,1.0,1.0,DMNB_9_1996_3,Current
928,1995,12,0.0,0.0,SF_12_1995_4,Current
928,1999,10,0.0,0.0,MIHB_10_1999_2,Current
929,1993,6,1.0,1.0,LA_6_1993_35,Current
930,2011,7,1.0,1.0,SF_7_2011_8,Current
931,2002,4,0.0,0.0,DMNB_4_2002_10,Current
931,2006,1,0.0,0.0,LA_1_2006_9,Current
932,1997,8,1.0,1.0,DMNB_8_1997_14,Current
932,2003,11,0.0,0.0,LA_11_2003_5,Current
933,2004,10,0.0,0.0,MIHB_10_2004_5,Current
933,2011,11,0.0,0.0,MIHB_11_2011_7,Current
934,1998,5,1.0,1.0,DMNB_5_1998_10,Current
934,2001,6,1.0,1.0,NYT_6_2001_6,Current
935,1989,4,0.0,0.0,LA_4_1989_10,Current
935,2004,5,1.0,1.0,MIHB_5_2004_3,Current
936,1986,2,1.0,1.0,MIHB_2_1986_5,Current
936,1995,2,1.0,1.0,LA_2_1995_65,Current
937,2011,9,1.0,1.0,NYT_9_2011_51,Current
938,1987,1,0.0,0.0,MIHB_1_1987_5,Current
938,1997,4,1.0,1.0,DMNB_4_1997_12,Current
939,1990,8,0.0,0.0,MIHB_8_1990_30,Current
939,1997,3,0.0,0.0,LA_3_1997_8,Current
940,1992,10,1.0,1.0,DMNB_10_1992_19,Current
940,1994,10,1.0,1.0,NYT_10_1994_15,Current
941,2007,7,0.0,0.0,LA_7_2007_5,Current
942,1997,9,1.0,1.0,MIHB_9_1997_2,Current
942,2004,6,1.0,1.0,DMNB_6_2004_2,Current
943,1986,10,1.0,1.0,MIHB_10_1986_2,Current
943,1997,8,1.0,1.0,SF_8_1997_1,Current
944,1988,7,0.0,0.0,MIHB_7_1988_2,Current
944,1992,7,1.0,1.0,DMNB_7_1992_24,Current
945,1996,3,1.0,1.0,DMNB_3_1996_13,Current
945,2006,10,1.0,1.0,SF_10_2006_1,Current
946,1999,4,1.0,1.0,SF_4_1999_1,Current
946,2001,3,0.0,0.0,MIHB_3_2001_17,Current
947,1996,2,0.0,0.0,DMNB_2_1996_14,Current
948,2007,12,1.0,1.0,MIHB_12_2007_17,Current
948,2009,8,1.0,1.0,LA_8_2009_5,Current
949,1992,12,0.0,0.0,DMNB_12_1992_16,Current
949,1998,9,1.0,1.0,LA_9_1998_16,Current
950,1997,7,1.0,1.0,DMNB_7_1997_11,Current
950,2000,1,0.0,0.0,LA_1_2000_17,Current
951,2004,11,0.0,0.0,DMNB_11_2004_14,Current
951,2006,7,0.0,0.0,DMNB_7_2006_10,Current
952,1995,10,0.0,0.0,NYT_10_1995_22,Current
952,2003,7,0.0,0.0,DMNB_7_2003_11,Current
953,1989,4,1.0,1.0,MIHB_4_1989_6,Current
953,1999,5,1.0,1.0,DMNB_5_1999_5,Current
954,2002,10,0.0,0.0,MIHB_10_2002_12,Current
955,1995,3,1.0,1.0,MIHB_3_1995_4,Current
955,2000,1,0.0,0.0,MIHB_1_2000_7,Current
956,2009,3,0.0,0.0,SF_3_2009_7,Current
957,1992,11,1.0,1.0,DMNB_11_1992_5,Current
957,1997,9,1.0,1.0,LA_9_1997_29,Current
958,1993,10,1.0,1.0,NYT_10_1993_25,Current
958,2003,12,1.0,1.0,MIHB_12_2003_7,Current
959,2011,12,0.0,0.0,DMNB_12_2011_2,Current
960,1998,6,1.0,1.0,MIHB_6_1998_5,Current
961,1985,4,1.0,1.0,MIHB_4_1985_9,Current
961,1999,10,0.0,0.0,LA_10_1999_5,Current
962,1989,3,1.0,1.0,MIHB_3_1989_8,Current
962,2006,11,1.0,1.0,LA_11_2006_10,Current
963,2001,11,1.0,1.0,NYT_11_2001_49,Current
963,2002,9,0.0,0.0,MIHB_9_2002_11,Current
964,1997,11,1.0,1.0,DMNB_11_1997_11,Current
964,2004,7,0.0,0.0,NYT_7_2004_3,Current
965,1996,5,0.0,0.0,SF_5_1996_2,Current
965,2010,8,0.0,0.0,MIHB_8_2010_19,Current
966,1996,2,0.0,0.0,DMNB_2_1996_5,Current
966,2004,5,1.0,1.0,LA_5_2004_3,Current
967,1994,12,1.0,1.0,NYT_12_1994_6,Current
968,2009,3,0.0,0.0,DMNB_3_2009_4,Current
969,1995,9,1.0,1.0,DMNB_9_1995_2,Current
969,2005,1,0.0,0.0,NYT_1_2005_6,Current
970,1998,2,0.0,0.0,NYT_2_1998_31,Current
970,2002,2,0.0,0.0,MIHB_2_2002_3,Current
971,1994,2,1.0,1.0,DMNB_2_1994_7,Current
971,2006,5,1.0,1.0,MIHB_5_2006_6,Current
972,2002,11,0.0,0.0,DMNB_11_2002_17,Current
973,1997,1,0.0,0.0,MIHB_1_1997_4,Current
973,2010,10,1.0,1.0,MIHB_10_2010_7,Current
974,1988,8,0.0,0.0,MIHB_8_1988_12,Current
974,1994,5,0.0,0.0,MIHB_5_1994_7,Current
975,1993,9,1.0,1.0,NYT_9_1993_29,Current
975,2004,11,0.0,0.0,DMNB_11_2004_2,Current
976,1993,7,0.0,0.0,MIHB_7_1993_2,Current
976,1994,1,0.0,0.0,DMNB_1_1994_13,Current
977,2010,11,1.0,1.0,MIHB_11_2010_9,Current
977,2011,8,1.0,1.0,NYT_8_2011_39,Current
978,2007,3,0.0,0.0,DMNB_3_2007_9,Current
978,2011,8,0.0,0.0,SF_8_2011_14,Current
979,2003,3,0.0,0.0,LA_3_2003_64,Current
979,2003,6,1.0,1.0,DMNB_6_2003_19,Current
980,1993,11,1.0,1.0,MIHB_11_1993_4,Current
980,2011,9,1.0,1.0,DMNB_9_2011_7,Current
981,1999,6,1.0,1.0,SF_6_1999_6,Current
981,2010,9,1.0,1.0,DMNB_9_2010_4,Current
982,1997,8,0.0,0.0,NYT_8_1997_20,Current
982,2009,11,0.0,0.0,DMNB_11_2009_13,Current
983,2001,10,0.0,0.0,DMNB_10_2001_15,Current
983,2012,1,0.0,0.0,MIHB_1_2012_9,Current
984,1994,2,1.0,1.0,MIHB_2_1994_7,Current
984,2012,1,1.0,1.0,MIHB_1_2012_10,Current
985,1988,3,1.0,1.0,MIHB_3_1988_12,Current
986,2000,12,1.0,1.0,MIHB_12_2000_10,Current
986,2007,9,0.0,0.0,LA_9_2007_12,Current
987,2000,3,0.0,0.0,NYT_3_2000_16,Current
987,2003,7,0.0,0.0,DMNB_7_2003_6,Current
988,1994,8,1.0,1.0,DMNB_8_1994_15,Current
988,2005,3,0.0,0.0,LA_3_2005_15,Current
989,2006,3,0.0,0.0,MIHB_3_2006_3,Current
990,1990,9,0.0,0.0,MIHB_9_1990_7,Current
990,1993,1,0.0,0.0,DMNB_1_1993_11,Current
992,2005,10,0.0,0.0,MIHB_10_2005_6,Current
993,1992,3,1.0,1.0,DMNB_3_1992_11,Current
993,1998,3,1.0,1.0,DMNB_3_1998_19,Current
994,2003,11,1.0,1.0,MIHB_11_2003_6,Current
994,2008,10,0.0,0.0,NYT_10_2008_133,Current
995,1991,1,1.0,1.0,NYT_1_1991_52,Current
995,2003,9,0.0,0.0,DMNB_9_2003_11,Current
996,2001,7,1.0,1.0,MIHB_7_2001_2,Current
996,2010,6,0.0,0.0,LA_6_2010_24,Current
997,2004,1,1.0,1.0,DMNB_1_2004_12,Current
998,1994,2,0.0,0.0,DMNB_2_1994_9,Current
998,2010,7,1.0,1.0,DMNB_7_2010_23,Current
999,1996,1,0.0,0.0,MIHB_1_1996_9,Current
999,2001,11,0.0,0.0,DMNB_11_2001_20,Current
1000,2001,11,0.0,0.0,SF_11_2001_22,Current
1000,2008,7,0.0,0.0,MIHB_7_2008_18,Current
1001,2003,9,0.0,0.0,LA_9_2003_35,Current
1002,2005,9,1.0,1.0,DMNB_9_2005_16,Current
1002,2011,5,0.0,0.0,NYT_5_2011_3,Current
1003,1990,2,0.0,0.0,MIHB_2_1990_11,Current
1003,2008,10,0.0,0.0,MIHB_10_2008_37,Current
1004,1985,3,1.0,1.0,LA_3_1985_14,Current
1004,1992,11,0.0,0.0,DMNB_11_1992_28,Current
1005,1989,7,0.0,0.0,MIHB_7_1989_3,Current
1005,2000,8,1.0,1.0,NYT_8_2000_13,Current
1006,1997,12,1.0,1.0,LA_12_1997_8,Current
1006,2002,3,1.0,1.0,MIHB_3_2002_17,Current
1007,1992,6,0.0,0.0,MIHB_6_1992_13,Current
1007,1995,4,0.0,0.0,MIHB_4_1995_2,Current
1008,1994,6,1.0,1.0,MIHB_6_1994_9,Current
1008,2009,11,0.0,0.0,DMNB_11_2009_15,Current
1009,2002,7,0.0,0.0,DMNB_7_2002_13,Current
1009,2009,2,1.0,1.0,MIHB_2_2009_26,Current
1010,2003,7,1.0,1.0,MIHB_7_2003_5,Current
1010,2009,5,0.0,0.0,MIHB_5_2009_31,Current
1011,1998,11,0.0,0.0,MIHB_11_1998_2,Current
1011,1998,12,0.0,0.0,MIHB_12_1998_3,Current
1012,2000,10,0.0,0.0,MIHB_10_2000_2,Current
1012,2006,8,0.0,0.0,DMNB_8_2006_6,Current
1013,2001,8,0.0,0.0,DMNB_8_2001_12,Current
1014,1995,11,1.0,1.0,MIHB_11_1995_4,Current
1014,1999,1,0.0,0.0,DMNB_1_1999_15,Current
1015,1997,4,0.0,0.0,MIHB_4_1997_11,Current
1015,2003,1,0.0,0.0,MIHB_1_2003_33,Current
1016,1992,11,0.0,0.0,MIHB_11_1992_9,Current
1016,2007,2,0.0,0.0,DMNB_2_2007_4,Current
1017,1995,8,0.0,0.0,MIHB_8_1995_7,Current
1018,1994,9,0.0,0.0,DMNB_9_1994_16,Current
1018,2005,6,0.0,0.0,MIHB_6_2005_16,Current
1019,1997,6,0.0,0.0,LA_6_1997_22,Current
1019,2009,10,0.0,0.0,DMNB_10_2009_5,Current
1020,2003,4,1.0,1.0,MIHB_4_2003_3,Current
1020,2006,9,1.0,1.0,LA_9_2006_5,Current
1021,1992,2,0.0,0.0,MIHB_2_1992_3,Current
1021,1997,1,0.0,0.0,MIHB_1_1997_3,Current
1022,2006,7,1.0,1.0,DMNB_7_2006_13,Current
1022,2010,6,1.0,1.0,NYT_6_2010_29,Current
1023,1997,9,1.0,1.0,DMNB_9_1997_2,Current
1023,2000,5,0.0,0.0,DMNB_5_2000_3,Current
1024,2000,3,0.0,0.0,SF_3_2000_4,Current
1025,1992,9,0.0,0.0,MIHB_9_1992_13,Current
1025,1999,8,0.0,0.0,DMNB_8_1999_4,Current
1026,1997,2,1.0,1.0,NYT_2_1997_15,Current
1026,2011,5,1.0,1.0,DMNB_5_2011_2,Current
1027,2003,12,1.0,1.0,MIHB_12_2003_6,Current
1027,2010,12,1.0,1.0,MIHB_12_2010_8,Current
1028,1993,9,1.0,1.0,MIHB_9_1993_8,Current
1028,2007,4,1.0,1.0,MIHB_4_2007_2,Current
1029,1986,5,1.0,1.0,MIHB_5_1986_9,Current
1029,2007,7,1.0,1.0,NYT_7_2007_7,Current
1030,2002,12,0.0,0.0,DMNB_12_2002_11,Current
1030,2004,1,1.0,1.0,MIHB_1_2004_2,Current
1031,2011,12,0.0,0.0,SF_12_2011_7,Current
1032,1989,3,0.0,0.0,MIHB_3_1989_13,Current
1032,1997,5,0.0,0.0,LA_5_1997_11,Current
1033,2000,8,1.0,1.0,DMNB_8_2000_2,Current
1034,1991,9,0.0,0.0,NYT_9_1991_17,Current
1034,1992,12,0.0,0.0,DMNB_12_1992_24,Current
1035,1990,10,0.0,0.0,MIHB_10_1990_21,Current
1036,2005,5,1.0,1.0,MIHB_5_2005_4,Current
1036,2009,6,0.0,0.0,DMNB_6_2009_7,Current
1038,1994,6,1.0,1.0,DMNB_6_1994_7,Current
1039,2005,3,1.0,1.0,MIHB_3_2005_8,Current
1039,2009,7,0.0,0.0,DMNB_7_2009_3,Current
1040,1989,2,1.0,1.0,LA_2_1989_13,Current
1040,2003,8,1.0,1.0,DMNB_8_2003_12,Current
1041,1996,2,0.0,0.0,DMNB_2_1996_4,Current
1041,2001,3,0.0,0.0,DMNB_3_2001_13,Current
1042,1987,3,1.0,1.0,NYT_3_1987_19,Current
1042,2007,8,0.0,0.0,MIHB_8_2007_2,Current
1043,2007,3,0.0,0.0,NYT_3_2007_19,Current
1043,2009,2,0.0,0.0,DMNB_2_2009_12,Current
1044,1996,8,0.0,0.0,MIHB_8_1996_13,Current
1044,1996,9,0.0,0.0,DMNB_9_1996_19,Current
1045,1997,10,1.0,1.0,SF_10_1997_3,Current
1045,2010,2,0.0,0.0,MIHB_2_2010_15,Current
1046,1989,1,1.0,1.0,MIHB_1_1989_4,Current
1046,2001,3,0.0,0.0,DMNB_3_2001_31,Current
1047,1998,12,0.0,0.0,MIHB_12_1998_3,Current
