ID,text,sentiment,text_clean,label
125_6,The Committee judges that some inflation risks remain,hawkish,the committee judges that some inflation risks remain,1
141_14,The Federal Reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted,dovish,the federal reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted,0
110_2,The slowing of the growth of real GDP in the fourth quarter of 2005 seems largely to have reflected temporary or special factors,neutral,the slowing of the growth of real gdp in the fourth quarter of seems largely to have reflected temporary or special factors,2
149_10,Information on Related Actions Being Taken by Other Central BanksInformation on the actions that will be taken by other central banks is available at the following websites: Bank of Canada       Bank of England     European Central Bank    Bank of Japan (57 KB PDF)    Swiss National Bank (60 KB PDF)    US Dollar Liquidity Swaps FAQs (51 KB PDF),neutral,information on related actions being taken by other central banksinformation on the actions that will be taken by other central banks is available at the following websites bank of canada bank of england european central bank bank of japan kb pdf swiss national bank kb pdf us dollar liquidity swaps faqs kb pdf ,2
60_4,"Investment in capital equipment, however, has continued to decline",dovish,investment in capital equipment however has continued to decline,0
146_8,"The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels of the federal funds rate for an extended period",dovish,the committee will maintain the target range for the federal funds rate at to percent and continues to anticipate that economic conditions including low rates of resource utilization subdued inflation trends and stable inflation expectations are likely to warrant exceptionally low levels of the federal funds rate for an extended period,0
94_1,The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 2-3/4 percent,hawkish,the federal open market committee decided today to raise its target for the federal funds rate by basis points to - percent,1
126_7,"Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information",neutral,future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth as implied by incoming information,2
80_2,"The Committee continues to believe that an accommodative stance of monetary policy, coupled with robust underlying growth in productivity, is providing important ongoing support to economic activity",dovish,the committee continues to believe that an accommodative stance of monetary policy coupled with robust underlying growth in productivity is providing important ongoing support to economic activity,0
32_2,The information that has become available since the last meeting of the Committee suggests that aggregate demand is growing at a moderate pace,neutral,the information that has become available since the last meeting of the committee suggests that aggregate demand is growing at a moderate pace,2
35_6,"Rather, monetary policy accommodation, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity",neutral,rather monetary policy accommodation coupled with robust underlying growth in productivity is providing ongoing support to economic activity,2
121_1,The Federal Open Market Committee decided today to lower its target for the federal funds rate 25 basis points to 2 percent,dovish,the federal open market committee decided today to lower its target for the federal funds rate basis points to percent,0
145_14,"These facilities include the Asset-Backed Commercial Paper Money Market Mutual Fund Liquidity Facility, the Commercial Paper Funding Facility, the Primary Dealer Credit Facility, and the Term Securities Lending Facility",neutral,these facilities include the asset-backed commercial paper money market mutual fund liquidity facility the commercial paper funding facility the primary dealer credit facility and the term securities lending facility,2
76_2,"While incoming economic data since the January meeting have been mixed, recent labor market indicators have proven disappointing",dovish,while incoming economic data since the january meeting have been mixed recent labor market indicators have proven disappointing,0
95_8,"With underlying inflation expected to be contained, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured",neutral,with underlying inflation expected to be contained the committee believes that policy accommodation can be removed at a pace that is likely to be measured,2
102_1,"The Board approved an increase in the discount rate from 3 percent to 3-1/2 percent, effective immediately, and the Federal Open Market Committee agreed that this increase should be allowed to show through completely into interest rates in reserve markets",hawkish,the board approved an increase in the discount rate from percent to - percent effective immediately and the federal open market committee agreed that this increase should be allowed to show through completely into interest rates in reserve markets,1
27_1,Signs that weakness in demand is abating and economic activity is beginning to firm have become more prevalent,neutral,signs that weakness in demand is abating and economic activity is beginning to firm have become more prevalent,2
70_2,The information that has become available since the last meeting of the Committee confirms that economic activity is continuing to increase,neutral,the information that has become available since the last meeting of the committee confirms that economic activity is continuing to increase,2
142_0,"Information received since the Federal Open Market Committee met in June suggests that economic activity is leveling out. Conditions in financial markets have improved further in recent weeks. Household spending has continued to show signs of stabilizing but remains constrained by ongoing job losses, sluggish income growth, lower housing wealth, and tight credit. Businesses are still cutting back on fixed investment and staffing but are making progress in bringing inventory stocks into better alignment with sales. Although economic activity is likely to remain weak for a time, the Committee continues to anticipate that policy actions to stabilize financial markets and institutions, fiscal and monetary stimulus, and market forces will contribute to a gradual resumption of sustainable economic growth in a context of price stability. The prices of energy and other commodities have risen of late. However, substantial resource slack is likely to dampen cost pressures, and the Committee expects that inflation will remain subdued for some time. In these circumstances, the Federal Reserve will employ all available tools to promote economic recovery and to preserve price stability. The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate for an extended period. As previously announced, to provide support to mortgage lending and housing markets and to improve overall conditions in private credit markets, the Federal Reserve will purchase a total of up to $1.25 trillion of agency mortgage-backed securities and up to $200 billion of agency debt by the end of the year. In addition, the Federal Reserve is in the process of buying $300 billion of Treasury securities. To promote a smooth transition in markets as these purchases of Treasury securities are completed, the Committee has decided to gradually slow the pace of these transactions and anticipates that the full amount will be purchased by the end of October. The Committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets. The Federal Reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted.",dovish,information received since the federal open market committee met in june suggests that economic activity is leveling out conditions in financial markets have improved further in recent weeks household spending has continued to show signs of stabilizing but remains constrained by ongoing job losses sluggish income growth lower housing wealth and tight credit businesses are still cutting back on fixed investment and staffing but are making progress in bringing inventory stocks into better alignment with sales although economic activity is likely to remain weak for a time the committee continues to anticipate that policy actions to stabilize financial markets and institutions fiscal and monetary stimulus and market forces will contribute to a gradual resumption of sustainable economic growth in a context of price stability the prices of energy and other commodities have risen of late however substantial resource slack is likely to dampen cost pressures and the committee expects that inflation will remain subdued for some time in these circumstances the federal reserve will employ all available tools to promote economic recovery and to preserve price stability the committee will maintain the target range for the federal funds rate at to percent and continues to anticipate that economic conditions are likely to warrant exceptionally low levels of the federal funds rate for an extended period as previously announced to provide support to mortgage lending and housing markets and to improve overall conditions in private credit markets the federal reserve will purchase a total of up to trillion of agency mortgage-backed securities and up to billion of agency debt by the end of the year in addition the federal reserve is in the process of buying billion of treasury securities to promote a smooth transition in markets as these purchases of treasury securities are completed the committee has decided to gradually slow the pace of these transactions and anticipates that the full amount will be purchased by the end of october the committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets the federal reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted ,0
153_0,"Information received since the Federal Open Market Committee met in September confirms that the pace of recovery in output and employment continues to be slow. Household spending is increasing gradually, but remains constrained by high unemployment, modest income growth, lower housing wealth, and tight credit. Business spending on equipment and software is rising, though less rapidly than earlier in the year, while investment in nonresidential structures continues to be weak. Employers remain reluctant to add to payrolls. Housing starts continue to be depressed. Longer-term inflation expectations have remained stable, but measures of underlying inflation have trended lower in recent quarters. Consistent with its statutory mandate, the Committee seeks to foster maximum employment and price stability. Currently, the unemployment rate is elevated, and measures of underlying inflation are somewhat low, relative to levels that the Committee judges to be consistent, over the longer run, with its dual mandate. Although the Committee anticipates a gradual return to higher levels of resource utilization in a context of price stability, progress toward its objectives has been disappointingly slow. To promote a stronger pace of economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate, the Committee decided today to expand its holdings of securities. The Committee will maintain its existing policy of reinvesting principal payments from its securities holdings. In addition, the Committee intends to purchase a further $600 billion of longer-term Treasury securities by the end of the second quarter of 2011, a pace of about $75 billion per month. The Committee will regularly review the pace of its securities purchases and the overall size of the asset-purchase program in light of incoming information and will adjust the program as needed to best foster maximum employment and price stability. The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels for the federal funds rate for an extended period. The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate.",dovish,information received since the federal open market committee met in september confirms that the pace of recovery in output and employment continues to be slow household spending is increasing gradually but remains constrained by high unemployment modest income growth lower housing wealth and tight credit business spending on equipment and software is rising though less rapidly than earlier in the year while investment in nonresidential structures continues to be weak employers remain reluctant to add to payrolls housing starts continue to be depressed longer-term inflation expectations have remained stable but measures of underlying inflation have trended lower in recent quarters consistent with its statutory mandate the committee seeks to foster maximum employment and price stability currently the unemployment rate is elevated and measures of underlying inflation are somewhat low relative to levels that the committee judges to be consistent over the longer run with its dual mandate although the committee anticipates a gradual return to higher levels of resource utilization in a context of price stability progress toward its objectives has been disappointingly slow to promote a stronger pace of economic recovery and to help ensure that inflation over time is at levels consistent with its mandate the committee decided today to expand its holdings of securities the committee will maintain its existing policy of reinvesting principal payments from its securities holdings in addition the committee intends to purchase a further billion of longer-term treasury securities by the end of the second quarter of a pace of about billion per month the committee will regularly review the pace of its securities purchases and the overall size of the asset-purchase program in light of incoming information and will adjust the program as needed to best foster maximum employment and price stability the committee will maintain the target range for the federal funds rate at to percent and continues to anticipate that economic conditions including low rates of resource utilization subdued inflation trends and stable inflation expectations are likely to warrant exceptionally low levels for the federal funds rate for an extended period the committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation over time is at levels consistent with its mandate ,0
94_5,"The rise in energy prices, however, has not notably fed through to core consumer prices",neutral,the rise in energy prices however has not notably fed through to core consumer prices,2
144_0,"Information received since the Federal Open Market Committee met in September suggests that economic activity has continued to pick up. Conditions in financial markets were roughly unchanged, on balance, over the intermeeting period. Activity in the housing sector has increased over recent months. Household spending appears to be expanding but remains constrained by ongoing job losses, sluggish income growth, lower housing wealth, and tight credit. Businesses are still cutting back on fixed investment and staffing, though at a slower pace; they continue to make progress in bringing inventory stocks into better alignment with sales. Although economic activity is likely to remain weak for a time, the Committee anticipates that policy actions to stabilize financial markets and institutions, fiscal and monetary stimulus, and market forces will support a strengthening of economic growth and a gradual return to higher levels of resource utilization in a context of price stability. With substantial resource slack likely to continue to dampen cost pressures and with longer-term inflation expectations stable, the Committee expects that inflation will remain subdued for some time. In these circumstances, the Federal Reserve will continue to employ a wide range of tools to promote economic recovery and to preserve price stability. The Committee will maintain the target range for the federal funds rate at 0 to 1/4 percent and continues to anticipate that economic conditions, including low rates of resource utilization, subdued inflation trends, and stable inflation expectations, are likely to warrant exceptionally low levels of the federal funds rate for an extended period. To provide support to mortgage lending and housing markets and to improve overall conditions in private credit markets, the Federal Reserve will purchase a total of $1.25 trillion of agency mortgage-backed securities and about $175 billion of agency debt. The amount of agency debt purchases, while somewhat less than the previously announced maximum of $200 billion, is consistent with the recent path of purchases and reflects the limited availability of agency debt. In order to promote a smooth transition in markets, the Committee will gradually slow the pace of its purchases of both agency debt and agency mortgage-backed securities and anticipates that these transactions will be executed by the end of the first quarter of 2010. The Committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets. The Federal Reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted.",dovish,information received since the federal open market committee met in september suggests that economic activity has continued to pick up conditions in financial markets were roughly unchanged on balance over the intermeeting period activity in the housing sector has increased over recent months household spending appears to be expanding but remains constrained by ongoing job losses sluggish income growth lower housing wealth and tight credit businesses are still cutting back on fixed investment and staffing though at a slower pace they continue to make progress in bringing inventory stocks into better alignment with sales although economic activity is likely to remain weak for a time the committee anticipates that policy actions to stabilize financial markets and institutions fiscal and monetary stimulus and market forces will support a strengthening of economic growth and a gradual return to higher levels of resource utilization in a context of price stability with substantial resource slack likely to continue to dampen cost pressures and with longer-term inflation expectations stable the committee expects that inflation will remain subdued for some time in these circumstances the federal reserve will continue to employ a wide range of tools to promote economic recovery and to preserve price stability the committee will maintain the target range for the federal funds rate at to percent and continues to anticipate that economic conditions including low rates of resource utilization subdued inflation trends and stable inflation expectations are likely to warrant exceptionally low levels of the federal funds rate for an extended period to provide support to mortgage lending and housing markets and to improve overall conditions in private credit markets the federal reserve will purchase a total of trillion of agency mortgage-backed securities and about billion of agency debt the amount of agency debt purchases while somewhat less than the previously announced maximum of billion is consistent with the recent path of purchases and reflects the limited availability of agency debt in order to promote a smooth transition in markets the committee will gradually slow the pace of its purchases of both agency debt and agency mortgage-backed securities and anticipates that these transactions will be executed by the end of the first quarter of the committee will continue to evaluate the timing and overall amounts of its purchases of securities in light of the evolving economic outlook and conditions in financial markets the federal reserve is monitoring the size and composition of its balance sheet and will make adjustments to its credit and liquidity programs as warranted ,0
128_1,The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent,neutral,the federal open market committee decided today to keep its target for the federal funds rate at - percent,2
107_2,"This action is expected to be reflected in a decline in the federal funds rate of 25 basis points, from about 5 3/4 percent to about 5 1/2 percent",dovish,this action is expected to be reflected in a decline in the federal funds rate of basis points from about percent to about percent,0
143_2,"Conditions in financial markets have improved further, and activity in the housing sector has increased",neutral,conditions in financial markets have improved further and activity in the housing sector has increased,2
88_5,The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal,neutral,the committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal,2
16_4,"Moreover, inflation pressures remain contained",dovish,moreover inflation pressures remain contained,0
148_2,"Growth in household spending has picked up recently but remains constrained by high unemployment, modest income growth, lower housing wealth, and tight credit",dovish,growth in household spending has picked up recently but remains constrained by high unemployment modest income growth lower housing wealth and tight credit,0
142_13,"To promote a smooth transition in markets as these purchases of Treasury securities are completed, the Committee has decided to gradually slow the pace of these transactions and anticipates that the full amount will be purchased by the end of October",neutral,to promote a smooth transition in markets as these purchases of treasury securities are completed the committee has decided to gradually slow the pace of these transactions and anticipates that the full amount will be purchased by the end of october,2
106_0,Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to decrease slightly the degree of pressure on bank reserve positions,dovish,chairman alan greenspan announced today that the federal open market committee decided to decrease slightly the degree of pressure on bank reserve positions,0
64_1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 2 percent",dovish,in a related action the board of governors approved a basis point reduction in the discount rate to percent,0
153_15,"The Committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation, over time, is at levels consistent with its mandate",dovish,the committee will continue to monitor the economic outlook and financial developments and will employ its policy tools as necessary to support the economic recovery and to help ensure that inflation over time is at levels consistent with its mandate,0
67_3,"The degree of any strength in business capital and household spending, however, is still uncertain",dovish,the degree of any strength in business capital and household spending however is still uncertain,0
67_0,The Federal Open Market Committee decided today to keep its target for the federal funds rate unchanged at 1-3/4 percent,neutral,the federal open market committee decided today to keep its target for the federal funds rate unchanged at - percent,2
26_1,"In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 1-1/4 percent",dovish,in a related action the board of governors approved a basis point reduction in the discount rate to - percent,0
86_5,The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters are roughly equal,neutral,the committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters are roughly equal,2
83_6,The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal,neutral,the committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal,2
121_9,"The substantial easing of monetary policy to date, combined with ongoing measures to foster market liquidity, should help to promote moderate growth over time and to mitigate risks to economic activity",dovish,the substantial easing of monetary policy to date combined with ongoing measures to foster market liquidity should help to promote moderate growth over time and to mitigate risks to economic activity,0
159_2,"Nonetheless, the growth of demand has continued to outpace that of supply, as evidenced by a decreasing pool of available workers willing to take jobs",hawkish,nonetheless the growth of demand has continued to outpace that of supply as evidenced by a decreasing pool of available workers willing to take jobs,1
73_1,The Federal Open Market Committee decided today to lower its target for the federal funds rate by 50 basis points to 1 1/4 percent,dovish,the federal open market committee decided today to lower its target for the federal funds rate by basis points to percent,0
152_9,"With substantial resource slack continuing to restrain cost pressures and longer-term inflation expectations stable, inflation is likely to remain subdued for some time before rising to levels the Committee considers consistent with its mandate",neutral,with substantial resource slack continuing to restrain cost pressures and longer-term inflation expectations stable inflation is likely to remain subdued for some time before rising to levels the committee considers consistent with its mandate,2
50_1,"In a related action, the Board of Governors approved a 50 basis point increase in the discount rate to 6 percent",hawkish,in a related action the board of governors approved a basis point increase in the discount rate to percent,1
139_7,"Moreover, the Committee sees some risk that inflation could persist for a time below rates that best foster economic growth and price stability in the longer term",dovish,moreover the committee sees some risk that inflation could persist for a time below rates that best foster economic growth and price stability in the longer term,0
116_5,"However, inflation pressures seem likely to moderate over time, reflecting reduced impetus from energy prices, contained inflation expectations, and the cumulative effects of monetary policy actions and other factors restraining aggregate demand",neutral,however inflation pressures seem likely to moderate over time reflecting reduced impetus from energy prices contained inflation expectations and the cumulative effects of monetary policy actions and other factors restraining aggregate demand,2
59_3,A significant reduction in excess inventories seems well advanced,dovish,a significant reduction in excess inventories seems well advanced,0
146_9,"To provide support to mortgage lending and housing markets and to improve overall conditions in private credit markets, the Federal Reserve is in the process of purchasing $1",dovish,to provide support to mortgage lending and housing markets and to improve overall conditions in private credit markets the federal reserve is in the process of purchasing ,0
14_3,"However, softening in business and household demand and tightening conditions in financial markets over recent months suggest that the economy could expand for a time at a pace below the productivity-enhanced rate of growth of its potential to produce",neutral,however softening in business and household demand and tightening conditions in financial markets over recent months suggest that the economy could expand for a time at a pace below the productivity-enhanced rate of growth of its potential to produce,2
134_8,The Committee will continue to assess the effects of financial and other developments on economic prospects and will act as needed to foster price stability and sustainable economic growth,neutral,the committee will continue to assess the effects of financial and other developments on economic prospects and will act as needed to foster price stability and sustainable economic growth,2
78_0,"The Federal Open Market Committee decided today to lower its target for the federal funds rate by 25 basis points to 1 percent. In a related action, the Board of Governors approved a 25 basis point reduction in the discount rate to 2 percent. The Committee continues to believe that an accommodative stance of monetary policy, coupled with still robust underlying growth in productivity, is providing important ongoing support to economic activity. Recent signs point to a firming in spending, markedly improved financial conditions, and labor and product markets that are stabilizing. The economy, nonetheless, has yet to exhibit sustainable growth. With inflationary expectations subdued, the Committee judged that a slightly more expansive monetary policy would add further support for an economy which it expects to improve over time. The Committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal. In contrast, the probability, though minor, of an unwelcome substantial fall in inflation exceeds that of a pickup in inflation from its already low level. On balance, the Committee believes that the latter concern is likely to predominate for the foreseeable future.",dovish,the federal open market committee decided today to lower its target for the federal funds rate by basis points to percent in a related action the board of governors approved a basis point reduction in the discount rate to percent the committee continues to believe that an accommodative stance of monetary policy coupled with still robust underlying growth in productivity is providing important ongoing support to economic activity recent signs point to a firming in spending markedly improved financial conditions and labor and product markets that are stabilizing the economy nonetheless has yet to exhibit sustainable growth with inflationary expectations subdued the committee judged that a slightly more expansive monetary policy would add further support for an economy which it expects to improve over time the committee perceives that the upside and downside risks to the attainment of sustainable growth for the next few quarters are roughly equal in contrast the probability though minor of an unwelcome substantial fall in inflation exceeds that of a pickup in inflation from its already low level on balance the committee believes that the latter concern is likely to predominate for the foreseeable future ,0
35_11,"Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability",hawkish,nonetheless the committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability,1
46_1,"In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 5 percent",hawkish,in a related action the board of governors approved a basis point increase in the discount rate to percent,1
11_2,"Although core measures of prices are rising slightly faster than a year ago, continuing rapid advances in productivity have been containing costs and holding down underlying price pressures",neutral,although core measures of prices are rising slightly faster than a year ago continuing rapid advances in productivity have been containing costs and holding down underlying price pressures,2
18_3,"The associated backup in inventories has induced a rapid response in manufacturing output and, with spending having firmed a bit since last year, inventory adjustment appears to be well underway",dovish,the associated backup in inventories has induced a rapid response in manufacturing output and with spending having firmed a bit since last year inventory adjustment appears to be well underway,0
129_1,The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent,neutral,the federal open market committee decided today to keep its target for the federal funds rate at - percent,2
84_8,"With inflation quite low and resource use slack, the Committee believes that it can be patient in removing its policy accommodation",dovish,with inflation quite low and resource use slack the committee believes that it can be patient in removing its policy accommodation,0
151_9,"To help support the economic recovery in a context of price stability, the Committee will keep constant the Federal Reserve's holdings of securities at their current level by reinvesting principal payments from agency debt and agency mortgage-backed securities in longer-term Treasury securities",dovish,to help support the economic recovery in a context of price stability the committee will keep constant the federal reserve's holdings of securities at their current level by reinvesting principal payments from agency debt and agency mortgage-backed securities in longer-term treasury securities,0
115_7,"The extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information",neutral,the extent and timing of any additional firming that may be needed to address these risks will depend on the evolution of the outlook for both inflation and economic growth as implied by incoming information,2
89_7,"Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability",hawkish,nonetheless the committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability,1
57_0,The Federal Open Market Committee at its meeting today decided to lower its target for the federal funds rate by 50 basis points to 5-1/2 percent,dovish,the federal open market committee at its meeting today decided to lower its target for the federal funds rate by basis points to - percent,0
119_11,"In addition, the Federal Open Market Committee has authorized increases in its existing temporary reciprocal currency arrangements (swap lines) with the European Central Bank (ECB) and the Swiss National Bank (SNB)",dovish,in addition the federal open market committee has authorized increases in its existing temporary reciprocal currency arrangements swap lines with the european central bank ecb and the swiss national bank snb ,0
84_3,The evidence accumulated over the intermeeting period indicates that output is continuing to expand at a solid pace,neutral,the evidence accumulated over the intermeeting period indicates that output is continuing to expand at a solid pace,2
61_5,"Although continuing favorable trends bolster long-term prospects for productivity growth and the economy, the Committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available, the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future",dovish,although continuing favorable trends bolster long-term prospects for productivity growth and the economy the committee continues to believe that against the background of its long-run goals of price stability and sustainable economic growth and of the information currently available the risks are weighted mainly toward conditions that may generate economic weakness in the foreseeable future,0
63_3,"As a consequence, the FOMC recognizes that the actual federal funds rate may be below its target on occasion in these unusual circumstances",dovish,as a consequence the fomc recognizes that the actual federal funds rate may be below its target on occasion in these unusual circumstances,0
90_1,The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 2-1/4 percent,hawkish,the federal open market committee decided today to raise its target for the federal funds rate by basis points to - percent,1
19_7,"This potential restraint, together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad, threatens to keep the pace of economic activity unacceptably weak",dovish,this potential restraint together with the possible effects of earlier reductions in equity wealth on consumption and the risk of slower growth abroad threatens to keep the pace of economic activity unacceptably weak,0
127_0,"The Federal Open Market Committee decided today to keep its target for the federal funds rate at 5-1/4 percent. Economic growth slowed in the first part of this year and the adjustment in the housing sector is ongoing. Nevertheless, the economy seems likely to expand at a moderate pace over coming quarters. Core inflation remains somewhat elevated. Although inflation pressures seem likely to moderate over time, the high level of resource utilization has the potential to sustain those pressures. In these circumstances, the Committee's predominant policy concern remains the risk that inflation will fail to moderate as expected. Future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.",hawkish,the federal open market committee decided today to keep its target for the federal funds rate at - percent economic growth slowed in the first part of this year and the adjustment in the housing sector is ongoing nevertheless the economy seems likely to expand at a moderate pace over coming quarters core inflation remains somewhat elevated although inflation pressures seem likely to moderate over time the high level of resource utilization has the potential to sustain those pressures in these circumstances the committee's predominant policy concern remains the risk that inflation will fail to moderate as expected future policy adjustments will depend on the evolution of the outlook for both inflation and economic growth as implied by incoming information ,1
134_4,"Today's action, combined with the policy actions taken earlier, should help promote moderate growth over time",neutral,today's action combined with the policy actions taken earlier should help promote moderate growth over time,2
82_3,"The evidence accumulated over the intermeeting period confirms that output is expanding briskly, and the labor market appears to be improving modestly",neutral,the evidence accumulated over the intermeeting period confirms that output is expanding briskly and the labor market appears to be improving modestly,2
111_6,The Committee judges that some further policy firming may yet be needed to address inflation risks but emphasizes that the extent and timing of any such firming will depend importantly on the evolution of the economic outlook as implied by incoming information,hawkish,the committee judges that some further policy firming may yet be needed to address inflation risks but emphasizes that the extent and timing of any such firming will depend importantly on the evolution of the economic outlook as implied by incoming information,1
83_1,The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent,neutral,the federal open market committee decided today to keep its target for the federal funds rate at percent,2
122_4,"Tight credit conditions, the ongoing housing contraction, and elevated energy prices are likely to weigh on economic growth over the next few quarters",dovish,tight credit conditions the ongoing housing contraction and elevated energy prices are likely to weigh on economic growth over the next few quarters,0
116_4,"Readings on core inflation have been elevated, and the high level of resource utilization has the potential to sustain inflation pressures",hawkish,readings on core inflation have been elevated and the high level of resource utilization has the potential to sustain inflation pressures,1
44_1,"In a related action, the Board of Governors approved a 25 basis point increase in the discount rate to 4-3/4 percent",hawkish,in a related action the board of governors approved a basis point increase in the discount rate to - percent,1
15_3,The Committee will continue to monitor closely the evolving economic situation,neutral,the committee will continue to monitor closely the evolving economic situation,2
25_1,"In a related action, the Board of Governors approved a 50 basis point reduction in the discount rate to 1-1/2 percent",dovish,in a related action the board of governors approved a basis point reduction in the discount rate to - percent,0
84_1,The Federal Open Market Committee decided today to keep its target for the federal funds rate at 1 percent,neutral,the federal open market committee decided today to keep its target for the federal funds rate at percent,2
150_1,Information received since the Federal Open Market Committee met in April suggests that the economic recovery is proceeding and that the labor market is improving gradually,neutral,information received since the federal open market committee met in april suggests that the economic recovery is proceeding and that the labor market is improving gradually,2
89_0,"The Federal Open Market Committee decided today to raise its target for the federal funds rate by 25 basis points to 2 percent. The Committee believes that, even after this action, the stance of monetary policy remains accommodative and, coupled with robust underlying growth in productivity, is providing ongoing support to economic activity. Output appears to be growing at a moderate pace despite the rise in energy prices, and labor market conditions have improved. Inflation and longer-term inflation expectations remain well contained. The Committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal. With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured. Nonetheless, the Committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.",neutral,the federal open market committee decided today to raise its target for the federal funds rate by basis points to percent the committee believes that even after this action the stance of monetary policy remains accommodative and coupled with robust underlying growth in productivity is providing ongoing support to economic activity output appears to be growing at a moderate pace despite the rise in energy prices and labor market conditions have improved inflation and longer-term inflation expectations remain well contained the committee perceives the upside and downside risks to the attainment of both sustainable growth and price stability for the next few quarters to be roughly equal with underlying inflation expected to be relatively low the committee believes that policy accommodation can be removed at a pace that is likely to be measured nonetheless the committee will respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability ,2
